minDistance,,,minDistance2,,
array size,nanoseconds,operations1,array size,nanoseconds,operations2
3038,31240275,9229444,3038,17339553,4613203
3039,31319507,9235521,3039,17402828,4616241
3040,31358759,9241600,3040,17358865,4619280
3041,31635882,9247681,3041,17396132,4622320
3042,31364101,9253764,3042,17385571,4625361
3043,32247891,9259849,3043,17528166,4628403
3044,31444816,9265936,3044,17475071,4631446
3045,31471443,9272025,3045,17415308,4634490
3046,31432910,9278116,3046,17436713,4637535
3047,31489806,9284209,3047,17488379,4640581
3048,31512606,9290304,3048,17458060,4643628
3049,31493981,9296401,3049,17540512,4646676
3050,31532956,9302500,3050,17477588,4649725
3051,31624912,9308601,3051,17481952,4652775
3052,31587393,9314704,3052,17469830,4655826
3053,32177469,9320809,3053,17969785,4658878
3054,31695326,9326916,3054,17526428,4661931
3055,32999986,9333025,3055,17672166,4664985
3056,31694004,9339136,3056,17514799,4668040
3057,31696671,9345249,3057,17591694,4671096
3058,31696452,9351364,3058,17565600,4674153
3059,31695774,9357481,3059,17643169,4677211
3060,31739947,9363600,3060,17642827,4680270
3061,31837402,9369721,3061,17602399,4683330
3062,31792713,9375844,3062,17655767,4686391
3063,32143439,9381969,3063,18255378,4689453
3064,31965860,9388096,3064,17657995,4692516
3065,31904621,9394225,3065,17770041,4695580
3066,31984743,9400356,3066,17679766,4698645
3067,31871982,9406489,3067,17723161,4701711
3068,32972310,9412624,3068,17708169,4704778
3069,31887043,9418761,3069,17743958,4707846
3070,31916573,9424900,3070,17760699,4710915
3071,32441112,9431041,3071,17808719,4713985
3072,31932259,9437184,3072,17752666,4717056
3073,32164600,9443329,3073,18422384,4720128
3074,32058100,9449476,3074,17781211,4723201
3075,32062307,9455625,3075,17781722,4726275
3076,32046888,9461776,3076,17797086,4729350
3077,32062200,9467929,3077,17802729,4732426
3078,32097548,9474084,3078,17819858,4735503
3079,32123329,9480241,3079,17830124,4738581
3080,32171894,9486400,3080,17880902,4741660
3081,32157857,9492561,3081,17992350,4744740
3082,32184185,9498724,3082,17862064,4747821
3083,32715878,9504889,3083,18418684,4750903
3084,32356273,9511056,3084,17874384,4753986
3085,32282370,9517225,3085,17879222,4757070
3086,32287547,9523396,3086,17912082,4760155
3087,32288174,9529569,3087,17895076,4763241
3088,32284214,9535744,3088,17914806,4766328
3089,32343122,9541921,3089,17987450,4769416
3090,32373077,9548100,3090,17937555,4772505
3091,32509630,9554281,3091,17934623,4775595
3092,32423415,9560464,3092,17959827,4778686
3093,32979702,9566649,3093,18354117,4781778
3094,32466910,9572836,3094,18006239,4784871
3095,32453533,9579025,3095,18020665,4787965
3096,34020761,9585216,3096,18052062,4791060
3097,32570225,9591409,3097,18174014,4794156
3098,32493429,9597604,3098,18069875,4797253
3099,32563560,9603801,3099,18086170,4800351
3100,32573308,9610000,3100,18131129,4803450
3101,32599890,9616201,3101,18061046,4806550
3102,32571605,9622404,3102,18073683,4809651
3103,33453868,9628609,3103,18213791,4812753
3104,32654555,9634816,3104,18188514,4815856
3105,32680395,9641025,3105,18112391,4818960
3106,32733531,9647236,3106,18092848,4822065
3107,32817763,9653449,3107,18129926,4825171
3108,32717556,9659664,3108,18124048,4828278
3109,33475741,9665881,3109,18159672,4831386
3110,32776265,9672100,3110,18252603,4834495
3111,32764154,9678321,3111,18204936,4837605
3112,32789734,9684544,3112,18387151,4840716
3113,33587074,9690769,3113,18256485,4843828
3114,32872610,9696996,3114,18213243,4846941
3115,32894068,9703225,3115,18230038,4850055
3116,33603090,9709456,3116,18263681,4853170
3117,32974634,9715689,3117,18242926,4856286
3118,32933933,9721924,3118,18286576,4859403
3119,33029397,9728161,3119,18353341,4862521
3120,32945886,9734400,3120,18362068,4865640
3121,32990289,9740641,3121,18348174,4868760
3122,33123999,9746884,3122,18892223,4871881
3123,33466356,9753129,3123,18396712,4875003
3124,33141062,9759376,3124,18356045,4878126
3125,33107700,9765625,3125,18395614,4881250
3126,33090410,9771876,3126,18401838,4884375
3127,33058505,9778129,3127,18410131,4887501
3128,33118201,9784384,3128,18439040,4890628
3129,33196570,9790641,3129,18414226,4893756
3130,33273295,9796900,3130,18428390,4896885
3131,33189952,9803161,3131,18421579,4900015
3132,33780924,9809424,3132,18789763,4903146
3133,33340517,9815689,3133,18459346,4906278
3134,33447387,9821956,3134,18471843,4909411
3135,33342277,9828225,3135,18457205,4912545
3136,33361838,9834496,3136,18494637,4915680
3137,33353393,9840769,3137,18482478,4918816
3138,33586398,9847044,3138,18494345,4921953
3139,33378836,9853321,3139,18573552,4925091
3140,33607171,9859600,3140,18540928,4928230
3141,33433717,9865881,3141,18712669,4931370
3142,34292065,9872164,3142,18596955,4934511
3143,33523897,9878449,3143,18579971,4937653
3144,33481096,9884736,3144,18603818,4940796
3145,33477475,9891025,3145,18617808,4943940
3146,33489713,9897316,3146,18593974,4947085
3147,33634114,9903609,3147,18625768,4950231
3148,33654561,9909904,3148,18659601,4953378
3149,34326371,9916201,3149,19182325,4956526
3150,33661514,9922500,3150,18662232,4959675
3151,33727079,9928801,3151,19185461,4962825
3152,33770780,9935104,3152,18681705,4965976
3153,33750032,9941409,3153,18718910,4969128
3154,33650600,9947716,3154,18685533,4972281
3155,33740413,9954025,3155,18729589,4975435
3156,33725549,9960336,3156,18685611,4978590
3157,33732997,9966649,3157,18772158,4981746
3158,33850293,9972964,3158,18731067,4984903
3159,33820739,9979281,3159,18766840,4988061
3160,33853625,9985600,3160,18938275,4991220
3161,34575132,9991921,3161,18820312,4994380
3162,33892873,9998244,3162,18818862,4997541
3163,33937520,10004569,3163,18801160,5000703
3164,33938499,10010896,3164,18796893,5003866
3165,34604985,10017225,3165,18832822,5007030
3166,33931850,10023556,3166,19239222,5010195
3167,34489617,10029889,3167,18897720,5013361
3168,34147623,10036224,3168,18890368,5016528
3169,34020139,10042561,3169,18881977,5019696
3170,34234112,10048900,3170,19472724,5022865
3171,34209488,10055241,3171,18907464,5026035
3172,34128395,10061584,3172,18897603,5029206
3173,34255396,10067929,3173,18911964,5032378
3174,34167517,10074276,3174,18933237,5035551
3175,34143422,10080625,3175,18929302,5038725
3176,34895253,10086976,3176,18980254,5041900
3177,34210759,10093329,3177,18991879,5045076
3178,34302715,10099684,3178,18991663,5048253
3179,34195411,10106041,3179,19259967,5051431
3180,35000628,10112400,3180,19221261,5054610
3181,34466699,10118761,3181,19049499,5057790
3182,34253837,10125124,3182,19067862,5060971
3183,34355092,10131489,3183,19074536,5064153
3184,34322611,10137856,3184,19062545,5067336
3185,34293686,10144225,3185,19133726,5070520
3186,34394183,10150596,3186,19071445,5073705
3187,35371201,10156969,3187,19138086,5076891
3188,34408818,10163344,3188,19219047,5080078
3189,35078971,10169721,3189,19176328,5083266
3190,34679157,10176100,3190,19170927,5086455
3191,34477187,10182481,3191,19133466,5089645
3192,34547423,10188864,3192,19165590,5092836
3193,34602324,10195249,3193,19142714,5096028
3194,34514214,10201636,3194,19177142,5099221
3195,34599827,10208025,3195,19232232,5102415
3196,34663009,10214416,3196,19204601,5105610
3197,34578514,10220809,3197,19265751,5108806
3198,35085028,10227204,3198,19658498,5112003
3199,34743919,10233601,3199,19221876,5115201
3200,34768917,10240000,3200,19300640,5118400
3201,34716485,10246401,3201,19241987,5121600
3202,35021866,10252804,3202,19264980,5124801
3203,34729827,10259209,3203,19266464,5128003
3204,34800458,10265616,3204,19314550,5131206
3205,34782761,10272025,3205,19443550,5134410
3206,34837390,10278436,3206,19324732,5137615
3207,35011278,10284849,3207,19966780,5140821
3208,35837454,10291264,3208,19349129,5144028
3209,35160567,10297681,3209,19415910,5147236
3210,36039867,10304100,3210,19384037,5150445
3211,34949206,10310521,3211,19370463,5153655
3212,34952086,10316944,3212,19398690,5156866
3213,35250131,10323369,3213,19434129,5160078
3214,35040722,10329796,3214,19430628,5163291
3215,35002849,10336225,3215,19408754,5166505
3216,35471119,10342656,3216,19829040,5169720
3217,35452391,10349089,3217,19466232,5172936
3218,35157193,10355524,3218,19521074,5176153
3219,35115677,10361961,3219,19481299,5179371
3220,35367091,10368400,3220,19518071,5182590
3221,35165914,10374841,3221,19476334,5185810
3222,35203150,10381284,3222,19498277,5189031
3223,35186774,10387729,3223,19603628,5192253
3224,35218317,10394176,3224,19554652,5195476
3225,35205140,10400625,3225,21059494,5198700
3226,35918377,10407076,3226,19574784,5201925
3227,35342384,10413529,3227,19709421,5205151
3228,35390433,10419984,3228,19599657,5208378
3229,35254627,10426441,3229,19627758,5211606
3230,35355702,10432900,3230,19631280,5214835
3231,35335437,10439361,3231,19654969,5218065
3232,35375598,10445824,3232,19669801,5221296
3233,35379845,10452289,3233,19655970,5224528
3234,35401647,10458756,3234,20045934,5227761
3235,36120952,10465225,3235,19735836,5230995
3236,35663778,10471696,3236,19696175,5234230
3237,35665501,10478169,3237,19752170,5237466
3238,35523660,10484644,3238,19756335,5240703
3239,35502115,10491121,3239,19728902,5243941
3240,35578196,10497600,3240,19766213,5247180
3241,35557260,10504081,3241,19811331,5250420
3242,35671112,10510564,3242,19783688,5253661
3243,35598198,10517049,3243,19902389,5256903
3244,36274935,10523536,3244,19817311,5260146
3245,35700587,10530025,3245,19793937,5263390
3246,35842424,10536516,3246,19837304,5266635
3247,35688411,10543009,3247,19869325,5269881
3248,35708962,10549504,3248,19843649,5273128
3249,35732377,10556001,3249,19901094,5276376
3250,35962809,10562500,3250,19859956,5279625
3251,35779670,10569001,3251,19874845,5282875
3252,35888031,10575504,3252,20063036,5286126
3253,36466489,10582009,3253,19907016,5289378
3254,35888161,10588516,3254,19936114,5292631
3255,35843165,10595025,3255,19919375,5295885
3256,35931797,10601536,3256,19958949,5299140
3257,35932617,10608049,3257,19945000,5302396
3258,36076673,10614564,3258,19936542,5305653
3259,35948952,10621081,3259,20046446,5308911
3260,37343533,10627600,3260,19985096,5312170
3261,36133652,10634121,3261,20092406,5315430
3262,36491858,10640644,3262,20112879,5318691
3263,36175955,10647169,3263,20070212,5321953
3264,36036797,10653696,3264,20042439,5325216
3265,38728832,10660225,3265,20025007,5328480
3266,36120075,10666756,3266,20027921,5331745
3267,36147275,10673289,3267,20069580,5335011
3268,36188573,10679824,3268,20116062,5338278
3269,36263523,10686361,3269,20063904,5341546
3270,36389630,10692900,3270,20481348,5344815
3271,36388002,10699441,3271,20181990,5348085
3272,36270714,10705984,3272,20163927,5351356
3273,36313036,10712529,3273,20141288,5354628
3274,36329040,10719076,3274,20124865,5357901
3275,36329615,10725625,3275,20146664,5361175
3276,36451070,10732176,3276,20181325,5364450
3277,36491206,10738729,3277,20166619,5367726
3278,36404216,10745284,3278,20202102,5371003
3279,36577454,10751841,3279,20754084,5374281
3280,36627034,10758400,3280,20299054,5377560
3281,36617881,10764961,3281,20263917,5380840
3282,36441992,10771524,3282,20406525,5384121
3283,36562449,10778089,3283,20240661,5387403
3284,36572288,10784656,3284,20258742,5390686
3285,36622661,10791225,3285,20311064,5393970
3286,36663798,10797796,3286,20296200,5397255
3287,36550481,10804369,3287,20316525,5400541
3288,37535885,10810944,3288,20491676,5403828
3289,37142118,10817521,3289,20518156,5407116
3290,36742513,10824100,3290,20328720,5410405
3291,36707763,10830681,3291,20408913,5413695
3292,36703063,10837264,3292,20352850,5416986
3293,36940871,10843849,3293,20431730,5420278
3294,36730874,10850436,3294,20432952,5423571
3295,37125047,10857025,3295,20424441,5426865
3296,37903240,10863616,3296,20908418,5430160
3297,37858064,10870209,3297,20567061,5433456
3298,37444446,10876804,3298,20725187,5436753
3299,37007876,10883401,3299,20555456,5440051
3300,36988512,10890000,3300,20520526,5443350
3301,37340473,10896601,3301,20586793,5446650
3302,37241457,10903204,3302,20538256,5449951
3303,36952128,10909809,3303,20523380,5453253
3304,36955514,10916416,3304,20501948,5456556
3305,37177399,10923025,3305,21182162,5459860
3306,37098352,10929636,3306,20580339,5463165
3307,37162580,10936249,3307,20633860,5466471
3308,37076533,10942864,3308,20542291,5469778
3309,37087341,10949481,3309,20584608,5473086
3310,37058232,10956100,3310,20642418,5476395
3311,37185298,10962721,3311,20642649,5479705
3312,37621269,10969344,3312,20842818,5483016
3313,37311103,10975969,3313,20768603,5486328
3314,37808082,10982596,3314,20768733,5489641
3315,37286338,10989225,3315,20971376,5492955
3316,37477790,10995856,3316,20701101,5496270
3317,37263846,11002489,3317,20784578,5499586
3318,37258624,11009124,3318,20698460,5502903
3319,37285730,11015761,3319,20891257,5506221
3320,37559476,11022400,3320,20730141,5509540
3321,37380713,11029041,3321,20730382,5512860
3322,37614367,11035684,3322,21010989,5516181
3323,37929907,11042329,3323,20754943,5519503
3324,37531518,11048976,3324,20815216,5522826
3325,37424747,11055625,3325,20801894,5526150
3326,37491391,11062276,3326,20896961,5529475
3327,37551568,11068929,3327,20777956,5532801
3328,37565816,11075584,3328,20999659,5536128
3329,37746152,11082241,3329,20954265,5539456
3330,37589022,11088900,3330,20845896,5542785
3331,38312915,11095561,3331,21012488,5546115
3332,37888089,11102224,3332,20895325,5549446
3333,37668765,11108889,3333,20861751,5552778
3334,37633214,11115556,3334,20918921,5556111
3335,37707924,11122225,3335,20917105,5559445
3336,37675086,11128896,3336,20970464,5562780
3337,37761786,11135569,3337,20968666,5566116
3338,37737144,11142244,3338,20946288,5569453
3339,37940308,11148921,3339,21064465,5572791
3340,38430319,11155600,3340,20945269,5576130
3341,37861904,11162281,3341,21031301,5579470
3342,37833759,11168964,3342,21045027,5582811
3343,37898053,11175649,3343,20992680,5586153
3344,38051575,11182336,3344,21037828,5589496
3345,37921881,11189025,3345,21072638,5592840
3346,38237543,11195716,3346,21058753,5596185
3347,37947828,11202409,3347,21062388,5599531
3348,38795901,11209104,3348,21204785,5602878
3349,37995248,11215801,3349,21112850,5606226
3350,38139415,11222500,3350,21085610,5609575
3351,38211224,11229201,3351,21345876,5612925
3352,38232553,11235904,3352,21167178,5616276
3353,38098548,11242609,3353,21134833,5619628
3354,38183912,11249316,3354,21165106,5622981
3355,38158279,11256025,3355,21214013,5626335
3356,38331287,11262736,3356,21834715,5629690
3357,38362483,11269449,3357,21201705,5633046
3358,38181370,11276164,3358,21224430,5636403
3359,38266872,11282881,3359,21188845,5639761
3360,38320830,11289600,3360,21198945,5643120
3361,38573577,11296321,3361,29585677,5646480
3362,50182613,11303044,3362,28793528,5649841
3363,51230013,11309769,3363,34765678,5653203
3364,62879420,11316496,3364,23273724,5656566
3365,38820971,11323225,3365,21307627,5659930
3366,38402341,11329956,3366,21267547,5663295
3367,40780538,11336689,3367,30867227,5666661
3368,44767778,11343424,3368,23242564,5670028
3369,44354870,11350161,3369,26421558,5673396
3370,51086989,11356900,3370,28723033,5676765
3371,42298213,11363641,3371,21655216,5680135
3372,38743499,11370384,3372,21400224,5683506
3373,38595958,11377129,3373,21385317,5686878
3374,39902066,11383876,3374,21431799,5690251
3375,38533353,11390625,3375,21414630,5693625
3376,38698655,11397376,3376,21481523,5697000
3377,38759706,11404129,3377,22631458,5700376
3378,40584152,11410884,3378,21672456,5703753
3379,43469150,11417641,3379,24139333,5707131
3380,44665629,11424400,3380,24452457,5710510
3381,49764059,11431161,3381,23328203,5713890
3382,44908380,11437924,3382,24240600,5717271
3383,47773680,11444689,3383,30153896,5720653
3384,51295631,11451456,3384,24893749,5724036
3385,45310357,11458225,3385,25080278,5727420
3386,46713926,11464996,3386,24225918,5730805
3387,42086104,11471769,3387,21565425,5734191
3388,39111462,11478544,3388,21600353,5737578
3389,38892367,11485321,3389,21584333,5740966
3390,38924206,11492100,3390,21607420,5744355
3391,39026878,11498881,3391,21669688,5747745
3392,39503178,11505664,3392,21640239,5751136
3393,39086825,11512449,3393,21639478,5754528
3394,40054515,11519236,3394,21864870,5757921
3395,39067349,11526025,3395,21670842,5761315
3396,39085785,11532816,3396,21661226,5764710
3397,39057230,11539609,3397,21703990,5768106
3398,39133542,11546404,3398,21698933,5771503
