minDistance,,,minDistance2,,
array size,nanoseconds,operations1,array size,nanoseconds,operations2
8214,232520121,67469796,8214,133647825,33730791
8215,229883740,67486225,8215,127781725,33739005
8216,229812720,67502656,8216,127054934,33747220
8217,231401532,67519089,8217,127342769,33755436
8218,229851535,67535524,8218,126968839,33763653
8219,230500376,67551961,8219,127998005,33771871
8220,228944581,67568400,8220,127017508,33780090
8221,229680096,67584841,8221,128761955,33788310
8222,231144142,67601284,8222,127585363,33796531
8223,231797525,67617729,8223,127392901,33804753
8224,230603541,67634176,8224,127116888,33812976
8225,229879510,67650625,8225,128590563,33821200
8226,232041913,67667076,8226,128608354,33829425
8227,231441791,67683529,8227,127150282,33837651
8228,232590495,67699984,8228,127338347,33845878
8229,230915087,67716441,8229,129392903,33854106
8230,229608362,67732900,8230,127797681,33862335
8231,231696285,67749361,8231,127384951,33870565
8232,230743553,67765824,8232,127686239,33878796
8233,229852048,67782289,8233,128616348,33887028
8234,229734973,67798756,8234,128197980,33895261
8235,231224420,67815225,8235,127654051,33903495
8236,230517055,67831696,8236,127471810,33911730
8237,231810049,67848169,8237,128454211,33919966
8238,231032991,67864644,8238,127487351,33928203
8239,230781766,67881121,8239,127625372,33936441
8240,231598350,67897600,8240,128777159,33944680
8241,233058254,67914081,8241,130384483,33952920
8242,232300724,67930564,8242,127611734,33961161
8243,232377415,67947049,8243,128067611,33969403
8244,230669172,67963536,8244,128593259,33977646
8245,231223248,67980025,8245,128357277,33985890
8246,231401514,67996516,8246,127828445,33994135
8247,231914424,68013009,8247,130007024,34002381
8248,230945302,68029504,8248,127970439,34010628
8249,231585762,68046001,8249,128591652,34018876
8250,232258814,68062500,8250,129526676,34027125
8251,230719884,68079001,8251,128768083,34035375
8252,230970007,68095504,8252,128261245,34043626
8253,231738721,68112009,8253,128445905,34051878
8254,231856020,68128516,8254,128549362,34060131
8255,235100463,68145025,8255,128449612,34068385
8256,231675672,68161536,8256,128188283,34076640
8257,232096920,68178049,8257,128791938,34084896
8258,234396104,68194564,8258,130412297,34093153
8259,234045255,68211081,8259,128198691,34101411
8260,232284275,68227600,8260,128900482,34109670
8261,231937891,68244121,8261,128642109,34117930
8262,231600777,68260644,8262,129442749,34126191
8263,233988161,68277169,8263,128543563,34134453
8264,232774769,68293696,8264,128397974,34142716
8265,231433937,68310225,8265,129513281,34150980
8266,234446258,68326756,8266,128618032,34159245
8267,232277749,68343289,8267,128472649,34167511
8268,232599302,68359824,8268,128427541,34175778
8269,235434419,68376361,8269,129544722,34184046
8270,231518382,68392900,8270,128575075,34192315
8271,232629531,68409441,8271,132618348,34200585
8272,232475869,68425984,8272,129063468,34208856
8273,231891515,68442529,8273,129756374,34217128
8274,235298939,68459076,8274,129018789,34225401
8275,232777583,68475625,8275,128711423,34233675
8276,232061514,68492176,8276,129873458,34241950
8277,232531926,68508729,8277,128751059,34250226
8278,233023519,68525284,8278,128809002,34258503
8279,233770322,68541841,8279,128862545,34266781
8280,232358961,68558400,8280,129673409,34275060
8281,233203470,68574961,8281,128947299,34283340
8282,233607095,68591524,8282,130569440,34291621
8283,233777079,68608089,8283,129590138,34299903
8284,234306466,68624656,8284,129194282,34308186
8285,233529692,68641225,8285,128955474,34316470
8286,233708868,68657796,8286,128991382,34324755
8287,232636089,68674369,8287,129999647,34333041
8288,233513529,68690944,8288,129071588,34341328
8289,233619673,68707521,8289,129132089,34349616
8290,233927308,68724100,8290,129234029,34357905
8291,240120509,68740681,8291,130349418,34366195
8292,232941242,68757264,8292,129359556,34374486
8293,234202602,68773849,8293,129644913,34382778
8294,233230710,68790436,8294,129789424,34391071
8295,236104409,68807025,8295,129614899,34399365
8296,237168794,68823616,8296,130797430,34407660
8297,234486020,68840209,8297,130127209,34415956
8298,233619218,68856804,8298,130664467,34424253
8299,233910316,68873401,8299,129643210,34432551
8300,235598395,68890000,8300,130961205,34440850
8301,234607199,68906601,8301,129574826,34449150
8302,233809883,68923204,8302,130800635,34457451
8303,235726141,68939809,8303,129806504,34465753
8304,234796763,68956416,8304,130410286,34474056
8305,234596779,68973025,8305,131742981,34482360
8306,234453222,68989636,8306,130522164,34490665
8307,234139982,69006249,8307,130402839,34498971
8308,234969882,69022864,8308,131103114,34507278
8309,234046759,69039481,8309,130765845,34515586
8310,236893885,69056100,8310,130279589,34523895
8311,234945929,69072721,8311,129839326,34532205
8312,235377276,69089344,8312,130237172,34540516
8313,235457260,69105969,8313,131120400,34548828
8314,234602360,69122596,8314,130039221,34557141
8315,235265058,69139225,8315,132134264,34565455
8316,235574758,69155856,8316,130304280,34573770
8317,234933821,69172489,8317,130934731,34582086
8318,234829269,69189124,8318,130100193,34590403
8319,235269583,69205761,8319,130029324,34598721
8320,237153562,69222400,8320,130774346,34607040
8321,236264077,69239041,8321,130642044,34615360
8322,237107230,69255684,8322,131300057,34623681
8323,235806484,69272329,8323,130349617,34632003
8324,236257531,69288976,8324,131110286,34640326
8325,237732771,69305625,8325,130334333,34648650
8326,236174465,69322276,8326,130230077,34656975
8327,237335777,69338929,8327,130445851,34665301
8328,236519689,69355584,8328,131340350,34673628
8329,235257817,69372241,8329,130337364,34681956
8330,237296500,69388900,8330,130383076,34690285
8331,236306875,69405561,8331,130494646,34698615
8332,238321827,69422224,8332,131748415,34706946
8333,236366136,69438889,8333,130506612,34715278
8334,236533899,69455556,8334,130676680,34723611
8335,238515829,69472225,8335,133004825,34731945
8336,237042160,69488896,8336,131387455,34740280
8337,235927085,69505569,8337,130629327,34748616
8338,236558131,69522244,8338,130676472,34756953
8339,236074953,69538921,8339,131731702,34765291
8340,237350242,69555600,8340,130936055,34773630
8341,236388918,69572281,8341,132194995,34781970
8342,236820749,69588964,8342,131128819,34790311
8343,237645690,69605649,8343,131715685,34798653
8344,237335338,69622336,8344,131172552,34806996
8345,237035549,69639025,8345,130781777,34815340
8346,238121890,69655716,8346,132456894,34823685
8347,238283246,69672409,8347,132166618,34832031
8348,236439531,69689104,8348,131008568,34840378
8349,237063417,69705801,8349,131133999,34848726
8350,237379631,69722500,8350,131084557,34857075
8351,237069044,69739201,8351,131989793,34865425
8352,236281483,69755904,8352,131135463,34873776
8353,237513743,69772609,8353,131112590,34882128
8354,237458593,69789316,8354,131784143,34890481
8355,236928918,69806025,8355,131840669,34898835
8356,237214238,69822736,8356,131264938,34907190
8357,237493357,69839449,8357,131696910,34915546
8358,237006643,69856164,8358,132105300,34923903
8359,243297528,69872881,8359,135938837,34932261
8360,238813216,69889600,8360,131588601,34940620
8361,238316065,69906321,8361,132025632,34948980
8362,237368874,69923044,8362,132207843,34957341
8363,237156789,69939769,8363,131891382,34965703
8364,238610218,69956496,8364,131580739,34974066
8365,238529087,69973225,8365,131648008,34982430
8366,237519903,69989956,8366,133024501,34990795
8367,237664005,70006689,8367,136183067,34999161
8368,238575949,70023424,8368,131759084,35007528
8369,238837744,70040161,8369,132029138,35015896
8370,237524188,70056900,8370,132971170,35024265
8371,237794898,70073641,8371,131948048,35032635
8372,241453356,70090384,8372,132087470,35041006
8373,240689838,70107129,8373,131788289,35049378
8374,237520248,70123876,8374,133130148,35057751
8375,238285263,70140625,8375,131926407,35066125
8376,239098870,70157376,8376,131950814,35074500
8377,239162301,70174129,8377,132241599,35082876
8378,237910771,70190884,8378,135125408,35091253
8379,238193747,70207641,8379,131986921,35099631
8380,239391812,70224400,8380,133681764,35108010
8381,239002783,70241161,8381,132841950,35116390
8382,238353289,70257924,8382,133440161,35124771
8383,238543469,70274689,8383,132048825,35133153
8384,239625210,70291456,8384,132072051,35141536
8385,240145418,70308225,8385,132864165,35149920
8386,239985454,70324996,8386,133231664,35158305
8387,238758493,70341769,8387,132249522,35166691
8388,239823403,70358544,8388,134176704,35175078
8389,240099506,70375321,8389,133172194,35183466
8390,239948294,70392100,8390,132555352,35191855
8391,242033204,70408881,8391,133184975,35200245
8392,240031501,70425664,8392,132391832,35208636
8393,239546025,70442449,8393,133657905,35217028
8394,239017978,70459236,8394,134067900,35225421
8395,240697939,70476025,8395,134620586,35233815
8396,240826001,70492816,8396,133146281,35242210
8397,240803261,70509609,8397,133465970,35250606
8398,239474917,70526404,8398,132801224,35259003
8399,241347210,70543201,8399,132524625,35267401
8400,239939744,70560000,8400,132624951,35275800
8401,239488657,70576801,8401,133465546,35284200
8402,239362393,70593604,8402,132853913,35292601
8403,239993578,70610409,8403,132732377,35301003
8404,240568525,70627216,8404,134342456,35309406
8405,239377971,70644025,8405,133502493,35317810
8406,239465404,70660836,8406,133030769,35326215
8407,241206921,70677649,8407,133301769,35334621
8408,241137704,70694464,8408,132868796,35343028
8409,239999065,70711281,8409,133712439,35351436
8410,246864883,70728100,8410,133440475,35359845
8411,241911531,70744921,8411,132924579,35368255
8412,241207543,70761744,8412,133298551,35376666
8413,240083037,70778569,8413,133755173,35385078
8414,240228724,70795396,8414,133439984,35393491
8415,242815436,70812225,8415,133244837,35401905
8416,241112544,70829056,8416,133057496,35410320
8417,240392392,70845889,8417,133974555,35418736
8418,240650687,70862724,8418,133560183,35427153
8419,240965295,70879561,8419,135349165,35435571
8420,241320091,70896400,8420,133561963,35443990
8421,240812720,70913241,8421,134085667,35452410
8422,245123147,70930084,8422,136936445,35460831
8423,247364810,70946929,8423,133359341,35469253
8424,241826428,70963776,8424,133332434,35477676
8425,241238596,70980625,8425,134394289,35486100
8426,241074090,70997476,8426,133788218,35494525
8427,241330281,71014329,8427,133769436,35502951
8428,242244094,71031184,8428,133722858,35511378
8429,241313533,71048041,8429,134342527,35519806
8430,240954413,71064900,8430,133699292,35528235
8431,242169025,71081761,8431,133784149,35536665
8432,241988610,71098624,8432,133618549,35545096
8433,241252587,71115489,8433,134579157,35553528
8434,241038766,71132356,8434,133859022,35561961
8435,241876282,71149225,8435,133954178,35570395
8436,242492649,71166096,8436,134153315,35578830
8437,241376280,71182969,8437,134711962,35587266
8438,241986764,71199844,8438,134044221,35595703
8439,243810486,71216721,8439,133826776,35604141
8440,242222378,71233600,8440,134619643,35612580
8441,242253109,71250481,8441,134642852,35621020
8442,243114579,71267364,8442,134170698,35629461
8443,242834445,71284249,8443,134017467,35637903
8444,242924934,71301136,8444,136566424,35646346
8445,241973687,71318025,8445,134756132,35654790
8446,241826515,71334916,8446,134960422,35663235
8447,242460858,71351809,8447,134206280,35671681
8448,242789085,71368704,8448,134300302,35680128
8449,242175960,71385601,8449,135044956,35688576
8450,244816875,71402500,8450,134983914,35697025
8451,244447468,71419401,8451,134295192,35705475
8452,243228509,71436304,8452,134240851,35713926
8453,243227412,71453209,8453,134441763,35722378
8454,243919455,71470116,8454,135352066,35730831
8455,248279736,71487025,8455,138598803,35739285
8456,244207624,71503936,8456,134650918,35747740
8457,243643467,71520849,8457,134559581,35756196
8458,242526995,71537764,8458,135374704,35764653
8459,242689840,71554681,8459,134746630,35773111
8460,243762291,71571600,8460,134436677,35781570
8461,245088397,71588521,8461,134575350,35790030
8462,243120733,71605444,8462,135567626,35798491
8463,242951333,71622369,8463,134852394,35806953
8464,243729368,71639296,8464,135174412,35815416
8465,244055195,71656225,8465,135680775,35823880
8466,243110418,71673156,8466,135369837,35832345
8467,243106938,71690089,8467,135020395,35840811
8468,244385327,71707024,8468,134832675,35849278
8469,244046917,71723961,8469,134769638,35857746
8470,243792817,71740900,8470,135750790,35866215
8471,250288836,71757841,8471,137527112,35874685
8472,244082593,71774784,8472,134941811,35883156
8473,244453873,71791729,8473,135133726,35891628
8474,244082322,71808676,8474,135720737,35900101
8475,243504286,71825625,8475,135973727,35908575
8476,244234276,71842576,8476,136451672,35917050
8477,244445332,71859529,8477,135058577,35925526
8478,243942529,71876484,8478,136952941,35934003
8479,245634929,71893441,8479,135910637,35942481
8480,243865816,71910400,8480,135352854,35950960
8481,244671655,71927361,8481,135752098,35959440
8482,244988420,71944324,8482,135477921,35967921
8483,244120189,71961289,8483,136312155,35976403
8484,244154530,71978256,8484,135474582,35984886
8485,244710671,71995225,8485,136361861,35993370
8486,245943612,72012196,8486,135748935,36001855
8487,244384083,72029169,8487,136114129,36010341
8488,244201783,72046144,8488,136006716,36018828
8489,245180727,72063121,8489,136813120,36027316
8490,245372031,72080100,8490,135511129,36035805
8491,244561402,72097081,8491,136487896,36044295
8492,245933928,72114064,8492,135836344,36052786
8493,245131758,72131049,8493,135663004,36061278
8494,245623944,72148036,8494,135870196,36069771
8495,244747076,72165025,8495,136334995,36078265
8496,246165532,72182016,8496,135842186,36086760
8497,245756376,72199009,8497,135687889,36095256
8498,245807769,72216004,8498,137185847,36103753
8499,245272386,72233001,8499,138374766,36112251
8500,246964567,72250000,8500,136855410,36120750
8501,244905160,72267001,8501,135941560,36129250
8502,247384009,72284004,8502,140068411,36137751
8503,250326491,72301009,8503,135878561,36146253
8504,245504343,72318016,8504,136796582,36154756
8505,245216056,72335025,8505,136167005,36163260
8506,246062495,72352036,8506,135983977,36171765
8507,246642391,72369049,8507,137370709,36180271
8508,245403835,72386064,8508,136728712,36188778
8509,245604309,72403081,8509,136286827,36197286
8510,250001679,72420100,8510,136445164,36205795
8511,246507985,72437121,8511,136135299,36214305
8512,245834530,72454144,8512,136847896,36222816
8513,245799993,72471169,8513,136663426,36231328
8514,248662043,72488196,8514,136306814,36239841
8515,246829750,72505225,8515,136386509,36248355
8516,248067601,72522256,8516,136603554,36256870
8517,245981218,72539289,8517,137401376,36265386
8518,253964884,72556324,8518,140244756,36273903
8519,246822604,72573361,8519,136483474,36282421
8520,247733605,72590400,8520,137005457,36290940
8521,246325105,72607441,8521,137129129,36299460
8522,246191628,72624484,8522,136751938,36307981
8523,247964774,72641529,8523,136867189,36316503
8524,247245692,72658576,8524,136668069,36325026
8525,246670836,72675625,8525,137406471,36333550
8526,246688765,72692676,8526,137971232,36342075
8527,246955652,72709729,8527,136737497,36350601
8528,247658799,72726784,8528,136575575,36359128
8529,247296022,72743841,8529,137043135,36367656
8530,249818776,72760900,8530,137547188,36376185
8531,247029787,72777961,8531,136891841,36384715
8532,247621037,72795024,8532,136818315,36393246
8533,247627190,72812089,8533,137924346,36401778
8534,247613287,72829156,8534,137696594,36410311
8535,248268532,72846225,8535,137167821,36418845
8536,250256933,72863296,8536,139781894,36427380
8537,248063265,72880369,8537,138251883,36435916
8538,247515281,72897444,8538,138264623,36444453
8539,247823533,72914521,8539,139073281,36452991
8540,247521209,72931600,8540,137380963,36461530
8541,248526681,72948681,8541,137146138,36470070
8542,248231839,72965764,8542,137284007,36478611
8543,248032247,72982849,8543,139261659,36487153
8544,257465085,72999936,8544,137402793,36495696
8545,255062904,73017025,8545,137571006,36504240
8546,255770640,73034116,8546,137323724,36512785
8547,254665806,73051209,8547,137864785,36521331
8548,254371673,73068304,8548,138338476,36529878
8549,256653293,73085401,8549,137622173,36538426
8550,255429845,73102500,8550,137499940,36546975
8551,255796728,73119601,8551,137612923,36555525
8552,265785831,73136704,8552,137955662,36564076
8553,265687636,73153809,8553,138597778,36572628
8554,330174237,73170916,8554,138007958,36581181
8555,331004963,73188025,8555,137913143,36589735
8556,266727352,73205136,8556,137557295,36598290
8557,285354353,73222249,8557,137578753,36606846
8558,332624652,73239364,8558,137648639,36615403
8559,333909699,73256481,8559,137799891,36623961
8560,267075863,73273600,8560,138976097,36632520
8561,343575600,73290721,8561,138679570,36641080
8562,331099125,73307844,8562,138784743,36649641
8563,285297594,73324969,8563,138010638,36658203
8564,267172759,73342096,8564,138230212,36666766
8565,267627181,73359225,8565,137808125,36675330
8566,267610490,73376356,8566,137916581,36683895
8567,266881063,73393489,8567,139153214,36692461
8568,261445160,73410624,8568,138782291,36701028
8569,261801944,73427761,8569,138261872,36709596
8570,262442778,73444900,8570,139426179,36718165
8571,262583432,73462041,8571,139505134,36726735
8572,262539716,73479184,8572,139284593,36735306
8573,264585353,73496329,8573,138890880,36743878
8574,262049087,73513476,8574,138497346,36752451
8575,263503931,73530625,8575,138622160,36761025
8576,250099853,73547776,8576,138135120,36769600
8577,249728651,73564929,8577,139488892,36778176
8578,249419800,73582084,8578,138781689,36786753
8579,250725770,73599241,8579,141241923,36795331
8580,252221353,73616400,8580,138899403,36803910
8581,250899313,73633561,8581,138493595,36812490
8582,250112177,73650724,8582,139233831,36821071
8583,250413777,73667889,8583,138703131,36829653
8584,252215595,73685056,8584,138586089,36838236
8585,251189522,73702225,8585,140706294,36846820
8586,251595727,73719396,8586,139017416,36855405
8587,252855285,73736569,8587,138765843,36863991
8588,250845185,73753744,8588,139175088,36872578
8589,251218220,73770921,8589,138760891,36881166
8590,251380927,73788100,8590,139016967,36889755
8591,250374523,73805281,8591,139572712,36898345
8592,250420079,73822464,8592,139074503,36906936
8593,257648860,73839649,8593,144244225,36915528
8594,251683052,73856836,8594,138884743,36924121
8595,250743239,73874025,8595,139947597,36932715
8596,250472905,73891216,8596,139633984,36941310
8597,251389659,73908409,8597,139902485,36949906
8598,252111137,73925604,8598,139595303,36958503
8599,251984774,73942801,8599,138929541,36967101
8600,252357150,73960000,8600,140015430,36975700
8601,250799648,73977201,8601,139222231,36984300
8602,251406714,73994404,8602,139167156,36992901
8603,251720912,74011609,8603,139062166,37001503
8604,251898671,74028816,8604,139342421,37010106
8605,251275888,74046025,8605,140122900,37018710
8606,252512425,74063236,8606,139356906,37027315
8607,251773005,74080449,8607,139202936,37035921
8608,253474722,74097664,8608,144236999,37044528
8609,256329668,74114881,8609,140285321,37053136
8610,253016368,74132100,8610,140155307,37061745
8611,254425687,74149321,8611,139804705,37070355
8612,252180991,74166544,8612,139642065,37078966
8613,252580290,74183769,8613,142615209,37087578
8614,252438262,74200996,8614,140254717,37096191
8615,251556106,74218225,8615,139740201,37104805
8616,252509961,74235456,8616,139559572,37113420
8617,252574784,74252689,8617,139516682,37122036
8618,252885465,74269924,8618,140379159,37130653
8619,252183920,74287161,8619,140481741,37139271
8620,252002695,74304400,8620,140033864,37147890
8621,255881033,74321641,8621,139938959,37156510
8622,253209488,74338884,8622,139641701,37165131
8623,252459207,74356129,8623,140992864,37173753
8624,252342197,74373376,8624,140370744,37182376
8625,252399933,74390625,8625,140095556,37191000
8626,253327417,74407876,8626,139913202,37199625
8627,253374462,74425129,8627,139816350,37208251
8628,253062496,74442384,8628,140707962,37216878
8629,252451252,74459641,8629,140274039,37225506
8630,253180453,74476900,8630,140275716,37234135
8631,253701068,74494161,8631,140298950,37242765
8632,253533365,74511424,8632,140237683,37251396
8633,253820445,74528689,8633,140970980,37260028
8634,253284972,74545956,8634,140409444,37268661
8635,253423701,74563225,8635,140126937,37277295
8636,253966863,74580496,8636,140442930,37285930
8637,253105129,74597769,8637,141119728,37294566
8638,253267915,74615044,8638,141097826,37303203
8639,253582318,74632321,8639,140463779,37311841
8640,254031536,74649600,8640,140559536,37320480
8641,254050153,74666881,8641,140414126,37329120
8642,253492608,74684164,8642,141267454,37337761
8643,253221951,74701449,8643,140605929,37346403
8644,254328272,74718736,8644,142070504,37355046
8645,255062794,74736025,8645,140468169,37363690
8646,254691979,74753316,8646,140599738,37372335
8647,253677551,74770609,8647,141392064,37380981
8648,253707651,74787904,8648,141053806,37389628
8649,254656140,74805201,8649,140838834,37398276
8650,254711465,74822500,8650,140745404,37406925
8651,254986382,74839801,8651,140890977,37415575
8652,254950255,74857104,8652,141702497,37424226
8653,253775515,74874409,8653,141297632,37432878
8654,257635607,74891716,8654,141120772,37441531
8655,255262773,74909025,8655,141071553,37450185
8656,254434631,74926336,8656,142643080,37458840
8657,254147742,74943649,8657,142031007,37467496
8658,254661619,74960964,8658,141272645,37476153
8659,255267242,74978281,8659,140922000,37484811
8660,255503650,74995600,8660,140950600,37493470
8661,254674874,75012921,8661,142010101,37502130
8662,254684714,75030244,8662,141680351,37510791
8663,254394508,75047569,8663,141301872,37519453
8664,259372677,75064896,8664,141137383,37528116
8665,256207482,75082225,8665,141647289,37536780
8666,255125311,75099556,8666,142271597,37545445
8667,255039374,75116889,8667,141230846,37554111
8668,255758552,75134224,8668,141785530,37562778
8669,256554348,75151561,8669,142481071,37571446
8670,257392273,75168900,8670,141525467,37580115
8671,255119322,75186241,8671,142186525,37588785
8672,254884350,75203584,8672,141490890,37597456
8673,255585405,75220929,8673,141552873,37606128
8674,259361879,75238276,8674,141576180,37614801
8675,255944199,75255625,8675,141602578,37623475
8676,255462075,75272976,8676,142776687,37632150
8677,255581263,75290329,8677,141807108,37640826
8678,255864430,75307684,8678,141746362,37649503
8679,259266638,75325041,8679,141607158,37658181
8680,256131171,75342400,8680,141627175,37666860
8681,255984974,75359761,8681,142654520,37675540
8682,255917520,75377124,8682,141947295,37684221
8683,256918555,75394489,8683,141836072,37692903
8684,260226747,75411856,8684,147890813,37701586
8685,259482716,75429225,8685,141971225,37710270
8686,256027650,75446596,8686,143617628,37718955
8687,256594033,75463969,8687,142370196,37727641
8688,256884044,75481344,8688,142186769,37736328
8689,257631516,75498721,8689,141967427,37745016
8690,257099026,75516100,8690,141982045,37753705
8691,256466914,75533481,8691,142917844,37762395
8692,256053962,75550864,8692,142998375,37771086
8693,257136011,75568249,8693,142263685,37779778
8694,257428398,75585636,8694,143308749,37788471
8695,257491871,75603025,8695,142109396,37797165
8696,256493214,75620416,8696,143330199,37805860
8697,256698477,75637809,8697,142354928,37814556
8698,257336174,75655204,8698,142709745,37823253
8699,259224904,75672601,8699,142223537,37831951
8700,257593661,75690000,8700,142286411,37840650
8701,257017376,75707401,8701,144605433,37849350
8702,259550246,75724804,8702,143351447,37858051
8703,257611152,75742209,8703,142943140,37866753
8704,257827295,75759616,8704,142452631,37875456
8705,258570084,75777025,8705,142402563,37884160
8706,257210961,75794436,8706,143860401,37892865
8707,256967777,75811849,8707,142639930,37901571
8708,258498811,75829264,8708,142815223,37910278
8709,258212372,75846681,8709,142497666,37918986
8710,258221927,75864100,8710,142489511,37927695
8711,257678435,75881521,8711,143715134,37936405
8712,258480511,75898944,8712,142740526,37945116
8713,258192203,75916369,8713,143032718,37953828
8714,258668009,75933796,8714,142756300,37962541
8715,259269432,75951225,8715,144148381,37971255
8716,257948095,75968656,8716,143770041,37979970
8717,261905039,75986089,8717,142956461,37988686
8718,258996507,76003524,8718,143077696,37997403
8719,258761971,76020961,8719,148981047,38006121
8720,259800505,76038400,8720,142978988,38014840
8721,258401352,76055841,8721,144258602,38023560
8722,258601928,76073284,8722,143441542,38032281
8723,258524647,76090729,8723,143163064,38041003
8724,261669765,76108176,8724,143022544,38049726
8725,260221161,76125625,8725,143127438,38058450
8726,258687144,76143076,8726,144389062,38067175
8727,258339626,76160529,8727,143869254,38075901
8728,258404978,76177984,8728,143425393,38084628
8729,259927373,76195441,8729,143312905,38093356
8730,259504794,76212900,8730,143535978,38102085
8731,258771198,76230361,8731,145249680,38110815
8732,259004599,76247824,8732,144210356,38119546
8733,258701460,76265289,8733,144238881,38128278
8734,262010359,76282756,8734,143672425,38137011
8735,259443111,76300225,8735,143443955,38145745
8736,259821523,76317696,8736,144561426,38154480
8737,259555146,76335169,8737,144290919,38163216
8738,259103283,76352644,8738,143660384,38171953
8739,260509965,76370121,8739,143739305,38180691
8740,260111503,76387600,8740,143708999,38189430
8741,261187365,76405081,8741,143864094,38198170
8742,259162633,76422564,8742,144477759,38206911
8743,259470719,76440049,8743,143762754,38215653
8744,268430043,76457536,8744,146767160,38224396
8745,260167506,76475025,8745,143896875,38233140
8746,262224676,76492516,8746,146662161,38241885
8747,260543716,76510009,8747,145070760,38250631
8748,259888778,76527504,8748,146137818,38259378
8749,259749237,76545001,8749,143909709,38268126
8750,260466889,76562500,8750,144105800,38276875
8751,260564392,76580001,8751,144192187,38285625
8752,260523089,76597504,8752,144672362,38294376
8753,260039217,76615009,8753,146382346,38303128
8754,261480690,76632516,8754,144666376,38311881
8755,260563192,76650025,8755,144353797,38320635
8756,261201829,76667536,8756,144051456,38329390
8757,261079936,76685049,8757,144440215,38338146
8758,261092936,76702564,8758,146989903,38346903
8759,267467839,76720081,8759,144231641,38355661
8760,261075371,76737600,8760,144443761,38364420
8761,262158651,76755121,8761,145537830,38373180
8762,261856153,76772644,8762,144249671,38381941
8763,260774321,76790169,8763,145067138,38390703
8764,260656021,76807696,8764,144787899,38399466
8765,260787065,76825225,8765,144653611,38408230
8766,261401505,76842756,8766,144556270,38416995
8767,262099592,76860289,8767,144626168,38425761
8768,260932844,76877824,8768,145869411,38434528
8769,260881686,76895361,8769,145288947,38443296
8770,261731494,76912900,8770,145134237,38452065
8771,261620802,76930441,8771,144853684,38460835
8772,261714360,76947984,8772,144688989,38469606
8773,262685825,76965529,8773,144729779,38478378
8774,261380697,76983076,8774,145355479,38487151
8775,261278321,77000625,8775,144785850,38495925
8776,262380635,77018176,8776,146098368,38504700
8777,261911875,77035729,8777,144744795,38513476
8778,262711574,77053284,8778,144837108,38522253
8779,261449024,77070841,8779,145450546,38531031
8780,261760640,77088400,8780,149920593,38539810
8781,262342236,77105961,8781,149467123,38548590
8782,262192571,77123524,8782,149432607,38557371
8783,263849052,77141089,8783,149271203,38566153
8784,262252654,77158656,8784,149371634,38574936
8785,262056824,77176225,8785,150944870,38583720
8786,262136262,77193796,8786,150516408,38592505
8787,262579098,77211369,8787,149646756,38601291
8788,262997731,77228944,8788,153312797,38610078
8789,262874385,77246521,8789,152824597,38618866
8790,262270920,77264100,8790,186091022,38627655
8791,262438302,77281681,8791,186230755,38636445
8792,263949447,77299264,8792,153778534,38645236
8793,265476557,77316849,8793,167565895,38654028
8794,262972744,77334436,8794,191731255,38662821
8795,264068437,77352025,8795,191564423,38671615
8796,263372356,77369616,8796,166610475,38680410
8797,263414524,77387209,8797,189478111,38689206
8798,263710292,77404804,8798,181001220,38698003
8799,262928502,77422401,8799,166740247,38706801
8800,263009703,77440000,8800,153810510,38715600
8801,262915859,77457601,8801,153051795,38724400
8802,263935156,77475204,8802,153324244,38733201
8803,263653896,77492809,8803,153399092,38742003
8804,265208613,77510416,8804,149035414,38750806
8805,263663626,77528025,8805,149831069,38759610
8806,263274460,77545636,8806,149890758,38768415
8807,263209408,77563249,8807,149202684,38777221
8808,264053133,77580864,8808,149437059,38786028
8809,264462571,77598481,8809,149304068,38794836
8810,265516364,77616100,8810,149235395,38803645
8811,263817069,77633721,8811,150061643,38812455
8812,263937963,77651344,8812,146642870,38821266
8813,263638228,77668969,8813,146232672,38830078
8814,264429847,77686596,8814,146264796,38838891
8815,264785480,77704225,8815,146355097,38847705
8816,266005378,77721856,8816,150921613,38856520
8817,267145624,77739489,8817,147037155,38865336
8818,264638371,77757124,8818,146324711,38874153
8819,265298068,77774761,8819,166728266,38882971
8820,322605045,77792400,8820,171135389,38891790
8821,300357012,77810041,8821,185193801,38900610
8822,304048710,77827684,8822,172907716,38909431
8823,293021792,77845329,8823,146745787,38918253
8824,265306225,77862976,8824,146376822,38927076
8825,268323268,77880625,8825,147237221,38935900
8826,264535681,77898276,8826,170419145,38944725
8827,265722450,77915929,8827,146634246,38953551
8828,265557276,77933584,8828,146852878,38962378
8829,265501523,77951241,8829,155437539,38971206
8830,288848225,77968900,8830,148418202,38980035
8831,265465346,77986561,8831,146644738,38988865
8832,265566783,78004224,8832,150350451,38997696
8833,264812937,78021889,8833,147621131,39006528
8834,265068074,78039556,8834,146977672,39015361
8835,267022547,78057225,8835,147521447,39024195
8836,266729576,78074896,8836,147072206,39033030
8837,266963294,78092569,8837,147284606,39041866
8838,265799689,78110244,8838,147814878,39050703
8839,265170707,78127921,8839,148027339,39059541
8840,268814275,78145600,8840,147007857,39068380
8841,266158610,78163281,8841,147320916,39077220
8842,266319157,78180964,8842,146976786,39086061
8843,265617899,78198649,8843,147722277,39094903
8844,265438881,78216336,8844,149677243,39103746
8845,266204696,78234025,8845,147184467,39112590
8846,266347659,78251716,8846,147326828,39121435
8847,270176574,78269409,8847,147365642,39130281
